player,nationality,position,team,age,games,games_starts,minutes,goals,assists,pens_made,xg,xg_assist
Paul Jaeckel,de GER,DF,de Union Berlin,25,3,2,175,0,0,0,0.0,0.0
Alireza Jahanbakhsh,ir IRN,"FW,DF",nl Feyenoord,29,4,0,74,1,0,0,0.3,0.4
Ivan Jaime Pajuelo,es ESP,MF,pt Porto,22,4,1,91,0,0,0,0.0,0.1
Saidy Janko,gm GAM,DF,ch Young Boys,27,5,4,324,0,0,0,0.0,0.1
Vincent Janssen,nl NED,FW,be Antwerp,29,6,5,409,1,0,0,1.0,0.3
Elias Jelert,dk DEN,DF,dk FC Copenhagen,20,7,7,585,0,0,0,0.0,0.1
Gabriel Jesus,br BRA,FW,eng Arsenal,26,8,4,406,4,3,0,2.1,2.2
Juan Jesus,br BRA,DF,it Napoli,32,5,5,428,0,0,0,0.0,0.0
Joelinton,br BRA,"MF,FW",eng Newcastle Utd,26,4,4,334,1,0,0,0.5,1.0
Alistair Johnston,ca CAN,DF,sct Celtic,24,6,6,540,0,0,0,0.1,0.1
Michael Johnston,ie IRL,FW,sct Celtic,24,2,1,97,0,0,0,0.0,0.2
Frenkie de Jong,nl NED,MF,es Barcelona,26,5,5,393,0,0,0,0.0,0.1
Luuk de Jong,nl NED,FW,nl PSV Eindhoven,32,7,7,627,3,0,2,3.8,0.5
Joan Jordán,es ESP,MF,es Sevilla,29,2,1,81,0,0,0,0.0,0.0
Jorginho,it ITA,MF,eng Arsenal,31,9,6,532,1,0,1,0.8,0.2
Joselu,es ESP,FW,es Real Madrid,33,11,2,282,5,0,0,5.4,0.4
Luka Jović,rs SRB,"FW,MF",it Milan,25,2,0,32,0,0,0,0.6,0.5
Mauro Júnior,br BRA,"MF,DF",nl PSV Eindhoven,24,3,2,183,0,0,0,0.0,0.4
Hamed Junior Traorè,ci CIV,MF,it Napoli,23,2,1,100,0,0,0,0.0,0.2
Vinicius Júnior,br BRA,FW,es Real Madrid,23,10,10,898,6,4,1,4.5,3.3
Josip Juranović,hr CRO,DF,de Union Berlin,27,5,5,414,0,0,0,0.2,0.5
David Jurásek,cz CZE,"MF,DF",pt Benfica,22,3,1,129,0,0,0,0.0,0.1
Uroš Kabić,rs SRB,DF,rs Red Star,19,1,0,13,0,0,0,0.0,0.0
Pierre Kalulu,fr FRA,DF,it Milan,23,1,1,90,0,0,0,0.0,0.0
Daichi Kamada,jp JPN,MF,it Lazio,26,7,3,258,0,0,0,0.1,0.1
Dijon Kameri,at AUT,MF,at RB Salzburg,19,1,0,9,0,0,0,0.0,0.0
Kevin Kampl,si SVN,MF,de RB Leipzig,32,7,3,282,0,2,0,0.0,0.4
Harry Kane,eng ENG,FW,de Bayern Munich,30,12,12,"1,062",8,4,3,6.7,1.5
Lee Kang-in,kr KOR,"MF,FW",fr Paris S-G,22,9,3,344,1,1,0,1.2,0.6
Guélor Kanga,ga GAB,MF,rs Red Star,32,3,2,147,0,0,0,0.1,0.0
Kings Kangwa,zm ZAM,MF,rs Red Star,24,1,0,9,0,0,0,0.0,0.0
Kazımcan Karataş,tr TUR,DF,tr Galatasaray,20,1,1,74,0,0,0,0.0,0.0
Oleksii Kashchuk,ua UKR,FW,ua Shakhtar,23,1,0,26,0,0,0,0.0,0.0
Aleksandar Katai,rs SRB,"MF,FW",rs Red Star,32,5,0,79,1,0,0,0.4,0.6
Mandela Keita,be BEL,MF,be Antwerp,21,3,3,262,0,0,0,0.0,0.0
Kevin Kelsy,ve VEN,FW,ua Shakhtar,19,5,1,134,1,0,0,0.2,0.0
Aljoscha Kemlein,de GER,MF,de Union Berlin,18,1,0,8,0,0,0,0.0,0.0
Gyrano Kerk,sr SUR,FW,be Antwerp,27,5,3,206,0,0,0,0.2,0.0
Rani Khedira,de GER,MF,de Union Berlin,29,4,4,290,0,0,0,0.0,0.4
Abdukodir Khusanov,uz UZB,DF,fr Lens,19,2,0,30,0,0,0,0.0,0.0
Joshua Kimmich,de GER,"MF,DF",de Bayern Munich,28,12,12,"1,080",1,2,0,0.7,2.1
Jakub Kiwior,pl POL,DF,eng Arsenal,23,7,4,381,0,0,0,0.5,0.1
Simon Kjær,dk DEN,DF,it Milan,34,1,0,1,0,0,0,0.0,0.0
Maurits Kjærgaard,dk DEN,"MF,FW",at RB Salzburg,20,3,3,206,0,1,0,0.1,0.2
Davy Klaassen,nl NED,"MF,FW",it Inter,30,4,1,84,0,0,0,0.0,0.0
Lukas Klostermann,de GER,DF,de RB Leipzig,27,6,3,356,0,0,0,0.0,0.0
Robin Knoche,de GER,DF,de Union Berlin,31,3,3,270,0,0,0,0.0,0.0
Gregor Kobel,ch SUI,GK,de Dortmund,25,12,12,"1,080",0,0,0,0.0,0.0
Sekou Koita,ml MLI,FW,at RB Salzburg,23,2,0,68,0,0,0,0.1,0.3
Orkun Kökçü,tr TUR,MF,pt Benfica,22,5,3,263,0,0,0,0.2,0.1
Koke,es ESP,MF,es Atlético Madrid,31,9,8,771,0,1,0,0.1,1.2
Randal Kolo Muani,fr FRA,"FW,MF",fr Paris S-G,24,10,6,470,1,0,0,1.9,1.5
Karim Konaté,ci CIV,"FW,MF",at RB Salzburg,19,5,3,237,0,0,0,1.8,0.2
Yukhym Konoplia,ua UKR,DF,ua Shakhtar,23,3,3,255,0,1,0,0.1,0.3
Ilias Kostis,gr GRE,FW,es Atlético Madrid,20,1,0,1,0,0,0,0.0,0.0
Jules Koundé,fr FRA,DF,es Barcelona,24,8,8,720,0,0,0,0.0,0.3
Mateo Kovačić,hr CRO,MF,eng Manchester City,29,6,5,433,0,0,0,0.4,0.6
Alex Král,cz CZE,MF,de Union Berlin,25,6,2,251,1,1,0,0.1,0.3
Jean-Philippe Krasso,ci CIV,"FW,MF",rs Red Star,26,4,1,111,0,1,0,0.5,0.0
Frans Krätzig,de GER,DF,de Bayern Munich,20,1,0,5,0,0,0,0.0,0.0
Toni Kroos,de GER,MF,es Real Madrid,33,12,10,858,0,2,0,0.3,1.9
Rade Krunić,ba BIH,"MF,DF",it Milan,29,4,2,211,0,0,0,0.0,0.5
Dmytro Kryskiv,ua UKR,"MF,FW",ua Shakhtar,22,5,5,388,0,0,0,0.1,0.1
Takefusa Kubo,jp JPN,"FW,MF",es Real Sociedad,22,8,7,559,0,1,0,0.4,2.2
Khvicha Kvaratskhelia,ge GEO,FW,it Napoli,22,8,8,668,0,1,0,0.9,1.4
Gustaf Lagerbielke,se SWE,DF,sct Celtic,23,2,1,78,1,0,0,0.8,0.0
Aïssa Laïdouni,tn TUN,MF,de Union Berlin,26,6,3,276,0,1,0,0.2,0.3
Konrad Laimer,at AUT,"MF,DF",de Bayern Munich,26,11,8,772,0,1,0,0.1,0.1
Érik Lamela,ar ARG,"FW,MF",es Sevilla,31,3,2,186,0,0,0,0.3,0.2
Senne Lammens,be BEL,GK,be Antwerp,21,1,1,90,0,0,0,0.0,0.2
Noa Lang,nl NED,FW,nl PSV Eindhoven,24,2,2,165,0,0,0,0.5,0.4
Jordan Larsson,se SWE,"FW,MF",dk FC Copenhagen,26,5,1,104,0,0,0,1.0,0.0
Jamaal Lascelles,eng ENG,DF,eng Newcastle Utd,29,5,5,450,0,0,0,0.1,0.1
Sandro Lauper,ch SUI,MF,ch Young Boys,26,4,4,276,0,0,0,0.1,0.0
Manuel Lazzari,it ITA,DF,it Lazio,29,7,3,425,0,0,0,0.0,0.4
Robin Le Normand,es ESP,DF,es Real Sociedad,26,7,7,572,0,0,0,0.7,0.0
Rafael Leão,pt POR,FW,it Milan,24,5,5,441,1,0,0,1.1,1.2
Diogo Leite,pt POR,DF,de Union Berlin,24,6,6,540,0,0,0,0.0,0.1
Stav Lemkin,il ISR,DF,ua Shakhtar,20,1,1,64,0,0,0,0.0,0.0
Christopher Lenz,de GER,DF,de RB Leipzig,28,2,1,93,0,0,0,0.0,0.0
Lukas Lerager,dk DEN,MF,dk FC Copenhagen,30,6,6,539,3,1,0,1.3,0.5
Robert Lewandowski,pl POL,FW,es Barcelona,34,9,9,734,3,1,0,3.0,1.3
Rico Lewis,eng ENG,"MF,DF",eng Manchester City,18,7,6,548,0,3,0,0.7,1.0
Matthijs de Ligt,nl NED,DF,de Bayern Munich,23,6,5,468,0,1,0,0.2,0.6
Victor Lindelöf,se SWE,DF,eng Manchester Utd,29,4,3,298,0,0,0,0.0,0.0
Jesper Lindstrøm,dk DEN,FW,it Napoli,23,4,0,64,0,0,0,0.1,0.0
Ondřej Lingr,cz CZE,"FW,MF",nl Feyenoord,24,4,0,69,0,0,0,0.1,0.0
Samuel Lino,br BRA,DF,es Atlético Madrid,23,7,6,504,3,3,0,2.0,0.6
Valentino Livramento,eng ENG,"DF,FW",eng Newcastle Utd,20,3,3,270,0,0,0,0.0,0.2
Marcos Llorente,es ESP,"MF,DF",es Atlético Madrid,28,9,6,648,0,1,0,0.3,2.2
Danny Loader,cm CMR,"MF,FW",pt Porto,22,3,0,16,0,0,0,0.0,0.0
Stanislav Lobotka,sk SVK,MF,it Napoli,28,8,8,677,0,0,0,0.1,0.1
Ruben Loftus-Cheek,eng ENG,MF,it Milan,27,4,4,323,0,0,0,0.5,0.4
Sean Longstaff,eng ENG,MF,eng Newcastle Utd,25,5,4,354,1,0,0,0.1,0.1
Rony Lopes,pt POR,FW,pt Braga,27,1,0,3,0,0,0,0.1,0.0
Fermin López,es ESP,MF,es Barcelona,20,8,3,278,2,1,0,2.2,0.6
Marcos López,pe PER,DF,nl Feyenoord,23,1,0,45,0,0,0,0.0,0.0
Hirving Lozano,mx MEX,FW,nl PSV Eindhoven,28,7,4,377,0,0,0,0.7,0.1
Vladimir Lučić,rs SRB,"DF,FW",rs Red Star,21,6,1,205,0,0,0,0.1,0.2
Florentino Luís,pt POR,MF,pt Benfica,23,3,2,109,0,0,0,0.0,0.0
Castello Lukeba,fr FRA,DF,de RB Leipzig,20,7,7,619,0,0,0,0.1,0.0
Dodi Lukebakio,be BEL,FW,es Sevilla,25,4,3,246,0,0,0,0.2,0.3
Valdemar Lund,dk DEN,DF,dk FC Copenhagen,20,2,0,29,0,0,0,0.0,0.0
Andriy Lunin,ua UKR,GK,es Real Madrid,24,8,8,750,0,0,0,0.0,0.0
Fabian Lustenberger,ch SUI,DF,ch Young Boys,35,1,1,90,0,0,0,0.1,0.0
Ian Maatsen,nl NED,DF,de Dortmund,21,7,7,630,1,0,0,0.2,1.0
Deiver Machado,co COL,DF,fr Lens,29,5,4,367,0,0,0,0.2,0.1
Daizen Maeda,jp JPN,FW,sct Celtic,25,4,4,283,0,1,0,0.4,0.1
Gabriel Magalhães,br BRA,DF,eng Arsenal,25,10,10,930,0,0,0,0.4,0.0
Harry Maguire,eng ENG,DF,eng Manchester Utd,30,4,4,309,1,0,0,0.3,0.0
Jon Magunazelaia,es ESP,MF,es Real Sociedad,22,1,0,14,0,0,0,0.1,0.0
Mike Maignan,fr FRA,GK,it Milan,28,6,6,530,0,0,0,0.0,0.0
Kobbie Mainoo,eng ENG,MF,eng Manchester Utd,18,2,0,44,0,0,0,0.0,0.0
Donyell Malen,nl NED,FW,de Dortmund,24,8,6,455,1,0,0,2.1,0.4
Darian Males,ch SUI,MF,ch Young Boys,22,6,2,167,0,0,0,0.2,0.2
Reinildo Mandava,mz MOZ,DF,es Atlético Madrid,29,1,0,23,0,0,0,0.0,0.0
José María Giménez,uy URU,DF,es Atlético Madrid,28,7,6,481,0,1,0,0.2,0.9
Mariano,do DOM,"MF,FW",es Sevilla,29,3,0,63,0,0,0,0.2,0.0
Adrián Marín,es ESP,DF,pt Braga,26,2,0,23,0,0,0,0.0,0.0
João Mário,pt POR,"FW,MF",pt Benfica,30,5,5,322,3,0,0,1.5,0.1
João Mário Lopes,pt POR,DF,pt Porto,23,8,7,592,0,1,0,0.1,1.1
Marquinhos,br BRA,DF,fr Paris S-G,29,10,10,900,0,2,0,0.4,0.9
Anthony Martial,fr FRA,"FW,DF",eng Manchester Utd,27,4,0,50,0,1,0,0.0,0.2
Gabriel Martinelli,br BRA,FW,eng Arsenal,22,6,6,481,2,1,0,1.8,0.8
Iñigo Martínez,es ESP,DF,es Barcelona,32,4,3,318,0,0,0,0.0,0.0
Lautaro Martínez,ar ARG,FW,it Inter,25,8,5,532,2,0,1,5.1,0.7
Lisandro Martínez,ar ARG,DF,eng Manchester Utd,25,1,1,90,0,0,0,0.0,0.0
Toni Martínez,es ESP,FW,pt Porto,26,2,0,7,0,0,0,0.0,0.0
Adam Marušić,me MNE,DF,it Lazio,30,7,6,514,0,0,0,0.0,0.2
Matheus,br BRA,GK,pt Braga,31,6,6,540,0,0,0,0.0,0.0
Magnus Mattsson,dk DEN,MF,dk FC Copenhagen,24,2,1,113,1,0,0,0.5,0.0
Mykola Matviyenko,ua UKR,DF,ua Shakhtar,27,5,5,450,1,0,0,0.4,0.1
Eric Maxim Choupo-Moting,cm CMR,"FW,MF",de Bayern Munich,34,5,0,44,0,0,0,0.5,0.1
Noussair Mazraoui,ma MAR,DF,de Bayern Munich,25,8,8,647,0,1,0,0.1,0.6
Kylian Mbappé,fr FRA,FW,fr Paris S-G,24,12,12,"1,080",8,0,3,8.0,4.5
Callum McGregor,sct SCO,MF,sct Celtic,30,6,6,520,0,0,0,0.2,0.2
Scott McKenna,sct SCO,DF,dk FC Copenhagen,26,2,2,180,0,0,0,0.1,0.0
Scott McTominay,sct SCO,MF,eng Manchester Utd,26,5,4,382,1,1,0,1.4,1.2
Facundo Medina,ar ARG,DF,fr Lens,24,6,6,495,0,0,0,0.4,0.1
Hannibal Mejbri,tn TUN,"MF,FW",eng Manchester Utd,20,2,1,62,0,0,0,0.0,0.0
Birger Meling,no NOR,DF,dk FC Copenhagen,28,3,2,193,0,1,0,0.0,0.4
Memphis,nl NED,FW,es Atlético Madrid,29,3,0,104,1,0,0,1.0,0.1
Joe Mendes,se SWE,DF,pt Braga,20,5,2,205,0,0,0,0.0,0.2
Nuno Mendes,pt POR,DF,fr Paris S-G,21,5,5,420,0,0,0,0.2,0.4
Brais Méndez,es ESP,MF,es Real Sociedad,26,7,7,526,3,1,0,1.9,0.7
Ferland Mendy,fr FRA,DF,es Real Madrid,28,11,9,872,0,0,0,0.0,0.5
Nampalys Mendy,sn SEN,MF,fr Lens,31,6,6,366,0,0,0,0.0,0.1
Alex Meret,it ITA,GK,it Napoli,26,8,8,720,0,0,0,0.0,0.0
Mikel Merino,es ESP,MF,es Real Sociedad,27,7,7,630,2,1,0,2.1,0.7
Dries Mertens,be BEL,MF,tr Galatasaray,36,5,2,201,0,0,0,0.1,1.1
Alexander Meyer,de GER,GK,de Dortmund,32,1,1,90,0,0,0,0.0,0.0
Srđan Mijailović,rs SRB,"DF,MF",rs Red Star,29,6,6,487,0,0,0,0.1,0.0
Jovan Mijatović,rs SRB,"FW,MF",rs Red Star,18,4,0,118,0,0,0,0.9,0.0
Antoni Milambo,nl NED,"DF,MF",nl Feyenoord,18,2,0,37,0,0,0,0.0,0.0
Lewis Miley,eng ENG,MF,eng Newcastle Utd,17,3,2,170,0,1,0,0.0,0.2
Éder Militão,br BRA,DF,es Real Madrid,25,3,0,13,0,0,0,0.0,0.0
Kim Min-jae,kr KOR,DF,de Bayern Munich,26,9,7,660,0,0,0,0.1,0.1
Yankuba Minteh,gm GAM,FW,nl Feyenoord,19,4,2,198,1,0,0,1.3,0.3
Rafa Mir,es ESP,FW,es Sevilla,26,2,0,38,0,0,0,0.1,0.0
Stefan Mitrović,rs SRB,"DF,FW",rs Red Star,20,3,3,209,0,0,0,0.1,0.0
Henrikh Mkhitaryan,am ARM,MF,it Inter,34,7,7,516,0,0,0,0.3,0.4
Luka Modrić,hr CRO,MF,es Real Madrid,37,11,3,420,0,0,0,1.1,0.9
Nahuel Molina,ar ARG,DF,es Atlético Madrid,25,10,10,787,0,2,0,0.1,0.7
Joel Monteiro,ch SUI,"FW,MF",ch Young Boys,23,4,3,264,0,1,0,0.3,0.7
Álvaro Morata,es ESP,FW,es Atlético Madrid,30,10,8,665,5,1,0,4.6,0.1
Morato,br BRA,DF,pt Benfica,22,5,4,435,0,0,0,0.3,0.4
Leandro Morgalla,de GER,DF,at RB Salzburg,18,1,0,45,0,0,0,0.0,0.0
Youssoufa Moukoko,de GER,FW,de Dortmund,18,4,0,20,0,0,0,0.0,0.0
Mason Mount,eng ENG,"MF,FW",eng Manchester Utd,24,2,1,91,0,0,0,0.5,0.0
João Moutinho,pt POR,MF,pt Braga,36,5,3,291,0,0,0,0.1,0.2
Arbnor Muja,al ALB,FW,be Antwerp,24,5,4,357,1,0,0,0.8,0.1
